param,value,spend,max_round,min_round,mid_round,avg_round,max_acc,min_acc,mid_acc,avg_acc
feature_fraction,0.2,969127,1001,987,996,993.6,0.25395,0.24250000000000005,0.25095,0.24931
feature_fraction,0.4,780613,1000,996,1000,998.2,0.24519999999999997,0.23604999999999998,0.24295,0.24044
feature_fraction,0.6,934614,1001,974,1001,992.8,0.23750000000000004,0.23134999999999994,0.23714999999999997,0.23424
feature_fraction,0.8,156246,1001,950,996,986.6,0.23275,0.2258,0.23234999999999995,0.22945000000000002
