param,value,spend,max_round,min_round,mid_round,avg_round,max_acc,min_acc,mid_acc,avg_acc
lambda_l1,2,385633,988,905,971,952.0,0.2147,0.20589999999999997,0.21365,0.21076999999999999
lambda_l1,4,634969,1001,807,999,925.8,0.21394999999999997,0.20620000000000005,0.21340000000000003,0.21059999999999998
lambda_l1,6,750784,998,971,993,986.0,0.2146,0.20575,0.21350000000000002,0.21088000000000004
lambda_l1,8,550839,975,898,971,953.0,0.21404999999999996,0.20655,0.21335000000000004,0.21083
