param,value,spend,max_round,min_round,mid_round,avg_round,max_acc,min_acc,mid_acc,avg_acc
eta,0.03,451230,1000,952,998,985.8,0.2329,0.22355000000000003,0.23250000000000004,0.22985000000000003
eta,0.05,266382,1000,952,998,985.8,0.2329,0.22355000000000003,0.23250000000000004,0.22985000000000003
eta,0.07,263010,1000,952,998,985.8,0.2329,0.22355000000000003,0.23250000000000004,0.22985000000000003
eta,0.09,52424,1000,952,998,985.8,0.2329,0.22355000000000003,0.23250000000000004,0.22985000000000003
