param,value,spend,max_round,min_round,mid_round,avg_round,max_acc,min_acc,mid_acc,avg_acc
sample_type,uniform,288517,953,611,947,794.6,0.2087,0.20245000000000002,0.20865,0.20668999999999998
sample_type,weighted,644658,953,611,947,794.6,0.2087,0.20245000000000002,0.20865,0.20668999999999998
